,type,boundary_center_x,boundary_center_y,height,width
67,NILM-intermediate& Superficial,53827.0,59928.0,298,374
68,NILM-intermediate& Superficial,42328.0,59427.5,295,328
69,NILM-intermediate& Superficial,41660.5,60111.0,296,307
70,NILM-intermediate& Superficial,42223.5,60580.5,253,293
71,NILM-intermediate& Superficial,43858.0,56937.0,322,274
72,NILM-intermediate& Superficial,39736.5,58795.5,231,301
73,NILM-intermediate& Superficial,39026.0,59491.0,244,268
74,NILM-intermediate& Superficial,38973.0,62633.0,282,320
75,NILM-intermediate& Superficial,36724.5,60355.0,312,463
76,NILM-intermediate& Superficial,36518.0,59258.0,374,480
77,NILM-intermediate& Superficial,36528.0,58775.5,293,250
78,NILM-intermediate& Superficial,32991.5,61203.0,418,375
79,NILM-intermediate& Superficial,31511.5,59312.5,163,269
80,NILM-intermediate& Superficial,27698.5,60650.0,304,201
81,NILM-intermediate& Superficial,27353.5,59982.5,309,185
82,NILM-intermediate& Superficial,27146.0,62412.0,280,236
83,NILM-intermediate& Superficial,27980.5,66975.0,318,331
84,NILM-intermediate& Superficial,24799.5,67694.0,350,255
85,NILM-intermediate& Superficial,27287.5,68539.0,336,331
86,NILM-intermediate& Superficial,28366.0,70001.5,277,230
87,NILM-intermediate& Superficial,27457.0,70464.0,252,296
88,NILM-intermediate& Superficial,28550.5,70426.0,274,307
89,NILM-intermediate& Superficial,24204.5,72399.5,261,301
90,NILM-intermediate& Superficial,24712.0,73987.0,228,220
91,NILM-intermediate& Superficial,26366.5,74571.5,285,285
92,NILM-intermediate& Superficial,22328.5,72629.0,486,477
93,NILM-intermediate& Superficial,22962.0,72384.5,371,296
94,NILM-intermediate& Superficial,23209.0,64959.0,426,366
95,NILM-intermediate& Superficial,23708.0,64750.5,317,268
96,NILM-intermediate& Superficial,20185.0,61660.0,258,526
97,NILM-intermediate& Superficial,24230.0,61631.5,385,250
98,NILM-intermediate& Superficial,24619.5,62202.5,399,291
99,NILM-intermediate& Superficial,22567.5,56486.5,307,279
100,NILM-intermediate& Superficial,22994.0,55759.5,323,242
101,NILM-intermediate& Superficial,16372.5,51053.5,295,327
