,type,boundary_center_x,boundary_center_y,height,width
96,NILM-Parabasal,59038.5,69490.5,135,97
97,NILM-Parabasal,56703.5,70274.0,90,147
98,NILM-Parabasal,56058.5,69880.0,70,97
99,NILM-Parabasal,57500.0,70975.0,110,112
100,NILM-Parabasal,57551.5,71314.5,93,85
101,NILM-Parabasal,58145.5,70468.0,98,81
102,NILM-Parabasal,58712.0,70437.0,106,80
103,NILM-Parabasal,59569.0,70335.5,89,88
104,NILM-Parabasal,59991.5,70830.0,94,119
105,NILM-Parabasal,59832.5,71016.5,103,67
106,NILM-Parabasal,60646.5,71415.0,148,185
107,NILM-Parabasal,60619.0,71178.5,85,90
108,NILM-Parabasal,60516.5,70274.0,180,201
109,NILM-Parabasal,60912.0,70537.5,141,106
110,NILM-Parabasal,58867.0,70737.0,102,158
111,NILM-Parabasal,58220.5,72398.5,69,85
112,NILM-Parabasal,59168.0,73495.0,108,134
113,NILM-Parabasal,62069.5,74692.0,114,133
114,NILM-Parabasal,62792.5,74596.5,83,87
115,NILM-Parabasal,62887.0,74255.5,65,90
116,NILM-Parabasal,62995.5,74784.5,169,135
117,NILM-Parabasal,61678.5,74278.0,124,99
118,NILM-Parabasal,63066.5,75806.5,99,105
119,NILM-Parabasal,63147.0,76025.0,98,100
120,NILM-Parabasal,65610.0,74860.0,110,196
121,NILM-Parabasal,66117.0,74890.0,84,72
122,NILM-Parabasal,68206.5,72575.0,92,85
123,NILM-Parabasal,69612.0,73053.0,128,112
124,NILM-Parabasal,69838.5,73070.0,86,91
125,NILM-Parabasal,70232.0,72954.0,110,70
126,NILM-Parabasal,70362.5,72171.5,253,211
127,NILM-Parabasal,70619.5,72123.5,141,119
128,NILM-Parabasal,70343.5,72375.5,109,137
129,NILM-Parabasal,69621.0,71407.0,124,150
130,NILM-Parabasal,68621.5,71540.0,106,95
131,NILM-Parabasal,69879.0,70610.0,106,122
132,NILM-Parabasal,71277.5,68993.0,104,149
133,NILM-Parabasal,71386.5,68275.0,120,171
134,NILM-Parabasal,72857.0,68479.5,99,138
135,NILM-Parabasal,72460.0,68498.0,128,232
136,NILM-Parabasal,72452.0,68138.5,83,80
137,NILM-Parabasal,72357.0,68790.5,91,88
138,NILM-Parabasal,71509.5,69791.5,111,105
139,NILM-Parabasal,65238.5,69287.5,143,109
140,NILM-Parabasal,66000.5,69728.0,146,139
141,NILM-Parabasal,64373.5,70182.5,127,99
142,NILM-Parabasal,65230.5,70447.5,103,93
143,NILM-Parabasal,66719.0,68938.0,72,106
144,NILM-Parabasal,62805.0,71506.0,116,152
145,NILM-Parabasal,62419.5,72311.0,144,149
146,NILM-Parabasal,61681.0,72453.0,146,124
147,NILM-Parabasal,54782.5,73281.5,93,125
148,NILM-Parabasal,55392.0,73414.0,118,194
149,NILM-Parabasal,55972.0,73610.5,93,120
150,NILM-Parabasal,56613.5,73338.5,165,191
151,NILM-Parabasal,56906.5,73329.5,121,119
152,NILM-Parabasal,54879.0,74270.5,115,68
153,NILM-Parabasal,53868.5,73638.0,68,139
154,NILM-Parabasal,54282.5,74981.0,150,103
155,NILM-Parabasal,53566.0,75362.0,110,186
156,NILM-Parabasal,53767.5,76190.0,98,91
157,NILM-Parabasal,55363.5,77186.5,161,219
158,NILM-Parabasal,55371.0,79696.0,86,122
159,NILM-Parabasal,54633.0,80110.5,159,118
160,NILM-Parabasal,56702.5,79115.0,138,145
161,NILM-Parabasal,51777.5,79774.5,233,167
162,NILM-Parabasal,51942.0,79362.0,132,146
163,NILM-Parabasal,50954.0,79426.5,137,136
164,NILM-Parabasal,47262.5,75442.0,346,355
165,NILM-Parabasal,47145.5,75897.5,311,317
166,NILM-Parabasal,45928.5,76154.0,168,149
167,NILM-Parabasal,40725.0,75681.0,102,110
168,NILM-Parabasal,41222.0,75491.5,159,152
169,NILM-Parabasal,42046.0,75436.5,121,98
170,NILM-Parabasal,40170.0,74759.5,113,86
171,NILM-Parabasal,40039.0,74200.0,108,100
172,NILM-Parabasal,42045.5,73843.5,159,119
173,NILM-Parabasal,41568.0,73567.0,122,102
174,NILM-Parabasal,39492.5,74868.0,100,91
175,NILM-Parabasal,38485.0,75075.0,74,110
176,NILM-Parabasal,34537.0,76819.0,84,76
177,NILM-Parabasal,33782.5,76997.0,104,117
178,NILM-Parabasal,33273.5,77414.0,96,105
179,NILM-Parabasal,31322.0,78675.5,87,90
180,NILM-Parabasal,31387.0,78923.5,109,160
181,NILM-Parabasal,31153.5,78657.0,108,95
182,NILM-Parabasal,30895.0,78946.5,91,76
183,NILM-Parabasal,30666.0,78638.5,123,160
184,NILM-Parabasal,30162.0,79180.0,86,106
185,NILM-Parabasal,30256.0,79614.5,143,134
186,NILM-Parabasal,31041.0,79652.0,156,98
187,NILM-Parabasal,30249.0,77718.0,114,142
188,NILM-Parabasal,31137.0,77403.5,135,100
189,NILM-Parabasal,32254.5,77412.0,122,133
190,NILM-Parabasal,31595.5,76841.0,122,149
191,NILM-Parabasal,29156.0,78038.0,92,88
192,NILM-Parabasal,28941.0,78380.0,98,84
193,NILM-Parabasal,28992.5,78190.5,107,109
194,NILM-Parabasal,28821.0,77075.0,82,68
195,NILM-Parabasal,28144.0,76713.5,115,84
196,NILM-Parabasal,29089.0,76244.0,100,126
197,NILM-Parabasal,25474.5,76647.0,158,155
198,NILM-Parabasal,24602.0,75486.5,149,198
199,NILM-Parabasal,24179.0,74398.0,236,158
200,NILM-Parabasal,22716.5,69738.5,109,129
201,NILM-Parabasal,22456.0,69975.5,117,122
202,NILM-Parabasal,22904.0,69750.5,133,118
203,NILM-Parabasal,19220.5,69086.0,78,107
