,type,boundary_center_x,boundary_center_y,height,width
93,NILM-Parabasal,28311.0,67231.0,328,446
94,NILM-Parabasal,22746.5,70438.0,88,75
95,NILM-Parabasal,23027.0,70708.5,149,96
96,NILM-Parabasal,21927.0,71416.0,108,116
97,NILM-Parabasal,25308.5,71366.0,128,99
98,NILM-Parabasal,25525.5,71512.5,95,113
99,NILM-Parabasal,26503.0,72090.0,262,216
100,NILM-Parabasal,21035.5,74668.0,92,107
101,NILM-Parabasal,21320.0,74365.5,95,130
102,NILM-Parabasal,22431.0,74511.0,102,110
103,NILM-Parabasal,22613.0,74996.5,159,102
104,NILM-Parabasal,15791.0,69472.0,920,508
105,NILM-Parabasal,15255.5,67319.5,295,303
106,NILM-Parabasal,13303.0,65967.5,95,144
107,NILM-Parabasal,13735.0,66664.0,114,94
108,NILM-Parabasal,13658.0,64959.5,117,92
109,NILM-Parabasal,14216.0,65354.5,91,80
110,NILM-Parabasal,15413.5,65149.5,145,111
111,NILM-Parabasal,14556.5,61291.5,397,609
112,NILM-Parabasal,17732.5,58784.0,556,497
113,NILM-Parabasal,19632.0,58801.0,332,444
114,NILM-Parabasal,17262.0,54856.5,451,344
115,NILM-Parabasal,13210.0,52942.0,98,134
116,NILM-Parabasal,13505.0,52867.5,107,132
117,NILM-Parabasal,14177.5,53239.5,255,307
118,NILM-Parabasal,14853.0,53074.5,111,134
119,NILM-Parabasal,15770.0,53048.5,87,80
120,NILM-Parabasal,15210.5,52723.5,75,83
121,NILM-glands,8354.0,43826.5,91,116
122,NILM-Parabasal,14345.5,51335.5,199,159
123,NILM-Parabasal,15006.0,51841.0,92,102
124,NILM-Parabasal,13878.0,52332.5,85,90
125,NILM-Parabasal,11443.0,51607.5,113,116
126,NILM-Parabasal,11607.0,50319.5,303,402
127,NILM-Parabasal,11001.0,45266.0,458,278
128,NILM-Parabasal,12005.5,46015.0,136,177
129,NILM-Parabasal,9995.5,45562.0,102,93
130,NILM-Parabasal,10084.5,45729.0,100,115
131,NILM-Parabasal,13709.5,45253.0,150,185
132,NILM-Parabasal,12255.0,46541.5,73,104
133,NILM-Parabasal,12466.0,46111.5,81,130
134,NILM-Parabasal,14093.0,44377.0,104,136
135,NILM-Parabasal,14634.5,44089.5,91,129
136,NILM-Parabasal,15103.5,44500.5,87,107
137,NILM-Parabasal,12751.0,42714.0,132,250
138,NILM-Parabasal,15636.0,41901.0,130,140
139,NILM-Parabasal,15068.0,42020.5,141,150
140,NILM-Parabasal,16759.5,43316.0,236,189
141,NILM-Parabasal,17074.5,42758.5,115,251
142,NILM-Parabasal,10582.0,36096.5,373,406
143,NILM-Parabasal,9307.0,36201.0,194,194
144,NILM-Parabasal,9010.5,36548.0,110,179
145,NILM-Parabasal,10904.5,35156.5,111,97
146,NILM-Parabasal,11572.5,35123.5,85,105
147,NILM-Parabasal,9742.5,34923.0,314,427
148,NILM-Parabasal,8205.5,34400.5,93,93
149,NILM-Parabasal,7000.5,34158.5,131,217
150,NILM-Parabasal,5485.5,33408.0,86,107
151,NILM-Parabasal,7884.5,33117.0,108,95
152,NILM-Parabasal,9889.0,32657.0,216,332
153,NILM-Parabasal,12295.5,33243.0,334,275
154,NILM-Parabasal,9914.5,31661.5,115,91
155,NILM-Parabasal,11046.0,31648.5,139,104
156,NILM-Parabasal,9575.5,26235.0,118,137
157,NILM-Parabasal,11332.5,26689.5,97,151
158,NILM-Parabasal,11807.0,26623.0,108,140
159,NILM-Parabasal,9651.5,25171.5,123,133
160,NILM-Parabasal,10238.0,24877.5,149,158
161,NILM-Inflammatory cells,8974.0,25168.0,254,158
162,NILM-Inflammatory cells,11282.0,24559.0,92,130
163,NILM-Inflammatory cells,12870.0,24361.0,134,192
164,NILM-Inflammatory cells,13031.5,24990.5,101,99
165,NILM-Inflammatory cells,13261.0,25693.5,135,200
166,NILM-Parabasal,12874.5,24605.5,85,145
167,NILM-Parabasal,12591.5,25427.5,229,311
168,NILM-Parabasal,13890.5,25173.0,144,125
169,NILM-Parabasal,14185.5,24781.0,152,129
170,NILM-Parabasal,14071.5,24308.0,232,245
171,NILM-Parabasal,14841.5,24336.5,129,215
172,NILM-Parabasal,12668.5,19226.5,173,189
173,NILM-Parabasal,12465.5,18978.5,273,187
174,NILM-Parabasal,15579.5,20533.5,89,97
175,NILM-Parabasal,16036.5,20593.5,121,89
176,NILM-Parabasal,16873.5,18676.5,211,185
177,NILM-Parabasal,25551.0,15177.5,129,114
178,NILM-Parabasal,25684.0,15111.5,105,128
179,NILM-Parabasal,25786.5,16241.0,62,117
180,NILM-Parabasal,25586.0,11733.5,109,156
181,NILM-Parabasal,26145.5,11476.5,105,129
182,NILM-Parabasal,26297.0,11929.0,92,94
183,NILM-Parabasal,26497.0,11980.0,110,84
184,NILM-Parabasal,25573.5,11127.0,280,345
185,NILM-Parabasal,24236.5,9601.0,108,95
186,NILM-Parabasal,24579.0,9249.0,222,242
187,NILM-Parabasal,30102.0,10749.0,98,116
188,NILM-Parabasal,29084.0,9669.5,149,212
189,NILM-Parabasal,30289.5,9587.0,146,189
190,NILM-Parabasal,28452.0,10333.5,131,184
191,NILM-Inflammatory cells,30771.0,9876.5,197,200
192,NILM-Inflammatory cells,30105.0,11306.5,293,434
193,NILM-Inflammatory cells,28324.5,9998.5,115,103
194,NILM-Inflammatory cells,28306.5,10767.5,259,205
195,NILM-Inflammatory cells,32995.0,10794.0,264,128
196,NILM-Inflammatory cells,32862.5,10563.5,87,141
197,NILM-Inflammatory cells,33170.5,11293.5,371,197
198,NILM-Parabasal,32024.5,11352.0,82,73
199,NILM-Parabasal,32478.0,10908.0,146,258
200,NILM-Parabasal,31603.5,11149.0,214,185
201,NILM-Parabasal,33402.5,11652.5,105,215
202,NILM-Parabasal,34426.5,10360.5,93,131
203,NILM-Parabasal,34441.5,11313.5,295,173
204,NILM-Parabasal,33810.0,13304.0,128,144
205,NILM-Parabasal,34041.0,12595.0,104,136
206,NILM-Parabasal,35939.5,12937.5,107,215
207,NILM-Parabasal,33632.0,14276.0,156,212
208,NILM-Parabasal,35254.5,17184.5,153,139
209,NILM-Parabasal,34944.0,17705.5,111,150
210,NILM-Parabasal,36241.0,18301.5,93,102
211,NILM-Parabasal,36289.5,18661.5,81,137
212,NILM-Parabasal,34064.0,18938.0,156,106
213,NILM-Parabasal,34537.5,20022.5,123,137
214,NILM-Parabasal,35508.0,19476.5,91,114
215,NILM-Parabasal,36565.0,19738.5,83,120
216,NILM-Parabasal,34879.5,21089.0,150,137
217,NILM-Parabasal,35735.0,23667.0,104,82
218,NILM-Parabasal,35638.5,22807.5,93,99
219,NILM-Parabasal,34909.0,25460.0,104,88
220,NILM-Parabasal,35169.0,28286.0,118,126
221,NILM-Parabasal,36238.0,29739.5,121,118
222,NILM-Parabasal,35291.0,31269.5,83,130
223,NILM-Parabasal,35715.5,31243.5,107,137
224,NILM-Parabasal,35179.5,34340.5,101,129
225,NILM-Parabasal,34857.0,34958.0,104,96
226,NILM-Parabasal,35341.5,34951.0,142,157
227,NILM-Parabasal,35787.5,34852.0,162,275
228,NILM-Parabasal,35225.5,35783.5,79,113
229,NILM-Parabasal,34736.5,35200.0,84,101
230,NILM-Parabasal,35061.0,35446.5,111,144
231,NILM-Parabasal,36044.0,36562.5,129,172
232,NILM-Parabasal,36051.5,36944.0,116,127
233,NILM-Parabasal,37285.0,36597.5,79,100
234,NILM-Parabasal,34893.0,38358.5,297,292
235,NILM-Parabasal,35506.0,38191.0,194,266
236,NILM-Parabasal,35127.5,37817.5,113,117
237,NILM-Parabasal,35982.0,38378.0,136,136
238,NILM-Parabasal,37115.0,38072.0,124,130
239,NILM-Parabasal,38348.0,38291.5,269,354
240,NILM-Parabasal,37822.5,39649.5,149,201
241,NILM-Parabasal,43531.5,43024.5,127,183
242,NILM-Parabasal,42971.5,43788.5,145,191
243,NILM-Parabasal,44382.0,43881.0,192,180
244,NILM-Parabasal,45320.5,44572.0,144,203
245,NILM-Parabasal,44522.5,44638.0,186,111
246,NILM-Parabasal,45355.5,44850.5,101,187
247,NILM-Parabasal,45211.5,45795.0,266,175
248,NILM-Parabasal,46055.0,46131.0,116,80
249,NILM-Parabasal,44256.0,46889.5,101,94
250,NILM-Parabasal,45309.5,46887.5,141,345
251,NILM-Parabasal,46769.5,48191.5,239,213
252,NILM-Parabasal,45358.5,52446.5,175,195
253,NILM-Parabasal,43285.5,53479.0,138,103
254,NILM-Parabasal,43142.0,52250.5,127,136
255,NILM-Parabasal,43806.0,52444.0,136,108
256,NILM-Parabasal,44788.0,53858.5,89,108
257,NILM-Parabasal,44976.0,54740.5,147,220
258,NILM-Parabasal,46251.0,52971.5,119,84
259,NILM-Parabasal,45810.0,57461.5,105,70
260,NILM-Parabasal,45305.5,55976.0,84,133
261,NILM-Parabasal,45421.5,57567.0,328,285
262,NILM-Parabasal,54077.5,50567.0,84,163
263,NILM-Parabasal,54411.0,49620.5,243,220
264,NILM-Parabasal,54572.0,48585.0,82,96
265,NILM-Parabasal,56263.5,49943.5,131,195
266,NILM-Parabasal,55570.5,47966.0,108,107
267,NILM-Parabasal,54554.0,47078.0,80,130
268,NILM-Parabasal,56774.0,47273.0,134,142
269,NILM-Parabasal,57032.0,47551.0,156,126
270,NILM-Parabasal,57983.0,47745.5,127,96
271,NILM-Parabasal,56901.0,48916.5,183,176
272,NILM-Parabasal,57069.5,46237.5,117,95
273,NILM-Parabasal,57415.5,46293.0,94,123
274,NILM-Parabasal,56862.0,45693.0,126,140
275,NILM-Parabasal,59699.0,45550.0,142,104
276,NILM-Parabasal,60720.5,45112.0,136,149
277,NILM-Parabasal,59930.0,43690.5,105,136
278,NILM-Parabasal,60476.0,43986.5,103,78
279,NILM-Parabasal,58484.5,43764.0,144,195
280,NILM-Parabasal,58250.0,43225.0,92,124
281,NILM-Parabasal,61012.0,41908.0,106,154
282,NILM-Parabasal,61078.0,42277.5,125,134
283,NILM-Parabasal,63348.5,41834.5,107,141
284,NILM-Parabasal,61612.0,39244.0,134,134
285,NILM-Parabasal,61520.5,39384.5,89,89
286,NILM-Parabasal,60216.5,37970.5,129,155
287,NILM-Parabasal,60773.0,35922.5,197,272
288,NILM-Parabasal,58814.0,34718.5,149,122
289,NILM-Parabasal,58177.5,34726.5,153,81
290,NILM-Parabasal,58994.0,34201.0,132,254
291,NILM-Parabasal,60872.0,33808.0,206,134
292,NILM-Parabasal,58087.5,31247.5,133,155
293,NILM-Parabasal,57235.5,32044.5,127,161
294,NILM-Parabasal,57436.5,32499.5,93,99
295,NILM-Parabasal,59351.0,31834.5,263,176
296,NILM-Parabasal,62294.5,29706.0,218,209
297,NILM-Parabasal,59981.0,29772.0,134,130
298,NILM-Parabasal,61187.0,29251.5,131,148
299,NILM-Parabasal,59343.0,28150.5,191,176
300,NILM-Parabasal,61244.0,28057.5,99,158
301,NILM-Parabasal,60734.0,27722.5,113,78
302,NILM-Parabasal,59978.5,27018.0,104,79
303,NILM-Parabasal,57873.5,27008.0,132,117
304,NILM-Parabasal,58266.5,26624.0,136,157
305,NILM-Parabasal,57669.5,26350.5,173,107
306,NILM-Inflammatory cells,57990.5,27506.0,104,169
307,NILM-Inflammatory cells,60516.0,26715.0,156,150
308,NILM-Inflammatory cells,58947.5,28055.5,97,109
309,NILM-Inflammatory cells,58459.5,25056.0,132,151
310,NILM-Inflammatory cells,58926.5,24802.5,77,71
311,NILM-Inflammatory cells,56457.0,23770.0,146,124
312,NILM-Inflammatory cells,52425.0,23243.0,84,160
313,NILM-Inflammatory cells,52891.5,23519.5,177,235
314,NILM-Inflammatory cells,51795.0,24235.0,146,272
315,NILM-Inflammatory cells,51320.5,21769.0,228,217
316,NILM-Inflammatory cells,50737.0,17766.5,495,236
317,NILM-Inflammatory cells,52464.5,15983.5,77,77
318,NILM-Parabasal,43148.0,12991.5,125,100
319,NILM-Parabasal,43448.0,13031.5,173,130
320,NILM-Parabasal,43991.5,12918.0,116,97
321,NILM-Parabasal,42764.5,11993.5,91,119
322,NILM-Parabasal,43718.0,11516.0,218,232
323,NILM-Parabasal,42055.5,12867.5,343,289
324,NILM-Parabasal,43166.5,7554.5,623,595
325,NILM-Parabasal,43469.5,7117.5,83,89
326,NILM-Parabasal,43242.0,8519.0,96,122
327,NILM-Parabasal,44468.5,8292.5,135,111
328,NILM-Inflammatory cells,42668.0,8738.0,334,206
329,NILM-Parabasal,42467.5,8622.5,123,131
