,type,boundary_center_x,boundary_center_y,height,width
204,NILM-intermediate& Superficial,71962.5,40386.5,299,269
205,NILM-intermediate& Superficial,71942.5,40727.0,310,319
206,NILM-intermediate& Superficial,72132.5,38299.5,343,245
207,NILM-intermediate& Superficial,73737.0,38141.0,278,310
208,NILM-intermediate& Superficial,72564.5,37849.5,301,207
209,NILM-intermediate& Superficial,69939.0,37848.0,322,368
210,NILM-intermediate& Superficial,71997.5,36993.5,305,321
211,NILM-intermediate& Superficial,69157.0,35500.0,292,248
212,NILM-intermediate& Superficial,70248.5,34978.5,265,265
213,NILM-intermediate& Superficial,67345.5,33419.5,297,331
214,NILM-intermediate& Superficial,68224.5,33200.5,357,467
215,NILM-intermediate& Superficial,68715.5,33181.5,323,267
216,NILM-intermediate& Superficial,68008.0,31670.5,261,272
217,NILM-intermediate& Superficial,67456.5,32155.0,240,265
218,NILM-intermediate& Superficial,67199.5,32361.0,254,245
219,NILM-intermediate& Superficial,69144.5,32529.0,364,223
220,NILM-intermediate& Superficial,67470.0,30529.5,399,378
221,NILM-intermediate& Superficial,66149.0,30697.0,286,386
222,NILM-intermediate& Superficial,66828.5,29962.5,259,285
223,NILM-intermediate& Superficial,66356.0,31117.0,358,332
224,NILM-intermediate& Superficial,71729.0,30629.0,324,370
225,NILM-intermediate& Superficial,71769.5,31023.5,321,299
226,NILM-intermediate& Superficial,73275.5,31125.5,301,301
227,NILM-intermediate& Superficial,73069.0,31852.0,254,292
228,NILM-intermediate& Superficial,73663.0,31535.5,285,272
229,NILM-intermediate& Superficial,71487.5,32388.0,314,233
230,NILM-intermediate& Superficial,75561.5,28728.5,243,189
231,NILM-intermediate& Superficial,76092.5,29032.5,305,251
232,NILM-intermediate& Superficial,77140.5,29042.5,293,311
233,NILM-intermediate& Superficial,75885.5,30211.0,394,307
234,NILM-intermediate& Superficial,76319.0,30821.0,238,306
235,NILM-intermediate& Superficial,78273.5,30432.0,254,303
236,NILM-intermediate& Superficial,80171.0,30061.0,300,276
237,NILM-intermediate& Superficial,79921.5,30330.5,243,293
238,NILM-intermediate& Superficial,80796.5,29985.5,289,257
239,NILM-intermediate& Superficial,80651.5,30279.0,276,265
240,NILM-intermediate& Superficial,80133.0,30654.5,313,248
241,NILM-intermediate& Superficial,78090.5,32170.5,211,169
242,NILM-intermediate& Superficial,78460.5,31919.0,254,317
243,NILM-intermediate& Superficial,78148.5,31566.5,403,311
244,NILM-intermediate& Superficial,81373.5,30647.0,368,259
245,NILM-intermediate& Superficial,79894.5,31707.0,276,239
246,NILM-intermediate& Superficial,81884.0,31863.0,256,262
247,NILM-intermediate& Superficial,81633.5,31485.5,283,301
248,NILM-intermediate& Superficial,82715.0,30969.5,263,312
249,NILM-intermediate& Superficial,81743.5,33043.0,204,247
250,NILM-intermediate& Superficial,81212.5,32462.5,373,285
251,NILM-intermediate& Superficial,80215.0,34003.5,297,268
252,NILM-intermediate& Superficial,78533.5,35831.0,402,317
253,NILM-intermediate& Superficial,79142.0,35841.5,279,352
254,NILM-intermediate& Superficial,78130.0,37071.5,299,180
255,NILM-intermediate& Superficial,78196.5,37944.0,216,303
256,NILM-intermediate& Superficial,78129.0,39286.0,272,294
257,NILM-intermediate& Superficial,79626.0,39436.5,285,382
258,NILM-intermediate& Superficial,80008.0,40051.0,270,324
259,NILM-intermediate& Superficial,80583.0,40118.0,310,390
260,NILM-intermediate& Superficial,80139.5,39367.0,222,227
261,NILM-intermediate& Superficial,77820.5,42723.5,225,247
262,NILM-intermediate& Superficial,78100.5,44016.5,267,319
263,NILM-intermediate& Superficial,78775.0,43966.0,270,234
264,NILM-intermediate& Superficial,78808.5,44647.5,379,333
265,NILM-intermediate& Superficial,79796.0,44848.5,359,384
266,NILM-intermediate& Superficial,80289.0,45297.0,326,400
267,NILM-intermediate& Superficial,81613.0,45478.5,295,358
268,NILM-intermediate& Superficial,81443.5,45893.0,260,261
269,NILM-intermediate& Superficial,79744.0,44009.5,195,262
270,NILM-intermediate& Superficial,81575.0,44638.5,303,200
271,NILM-intermediate& Superficial,79967.5,46743.0,168,207
272,NILM-intermediate& Superficial,79063.5,45149.5,203,187
273,NILM-intermediate& Superficial,81642.5,46836.5,351,321
274,NILM-intermediate& Superficial,82544.0,46063.5,283,206
275,NILM-intermediate& Superficial,81951.0,46006.5,295,390
276,NILM-intermediate& Superficial,82876.5,46366.0,304,373
277,NILM-Inflammatory cells,83570.5,46005.5,315,265
278,NILM-Inflammatory cells,80617.0,48061.0,144,238
279,NILM-Inflammatory cells,78841.0,49296.0,108,160
280,NILM-intermediate& Superficial,78854.5,48745.5,265,325
281,NILM-intermediate& Superficial,79706.0,49026.5,225,276
282,NILM-intermediate& Superficial,80729.0,48866.0,286,310
283,NILM-intermediate& Superficial,80324.5,47448.5,313,395
284,NILM-intermediate& Superficial,77857.0,46950.0,232,344
285,NILM-intermediate& Superficial,81269.0,47945.0,308,510
286,NILM-intermediate& Superficial,82292.5,49319.5,317,233
287,NILM-intermediate& Superficial,81973.5,50218.5,281,257
288,NILM-intermediate& Superficial,82391.5,50689.0,292,265
289,NILM-intermediate& Superficial,83506.5,51321.0,236,259
290,NILM-intermediate& Superficial,83313.5,49911.5,373,313
291,NILM-intermediate& Superficial,83697.5,49899.5,371,277
292,NILM-intermediate& Superficial,81187.0,51125.0,274,256
293,NILM-intermediate& Superficial,82335.0,52270.5,319,314
294,NILM-intermediate& Superficial,81626.5,52651.0,258,339
295,NILM-intermediate& Superficial,82219.5,53672.0,346,209
296,NILM-intermediate& Superficial,82192.5,51203.5,265,263
297,NILM-intermediate& Superficial,81855.5,54972.0,238,335
298,NILM-intermediate& Superficial,81895.0,55906.0,326,314
299,NILM-intermediate& Superficial,81220.0,55767.5,229,240
300,NILM-intermediate& Superficial,79652.0,55287.0,252,214
301,NILM-intermediate& Superficial,80436.0,54983.5,279,232
302,NILM-intermediate& Superficial,80750.5,55363.0,292,313
303,NILM-intermediate& Superficial,79331.0,58079.0,438,236
304,NILM-intermediate& Superficial,78208.5,58349.5,265,245
305,NILM-intermediate& Superficial,78174.5,58854.0,316,303
306,NILM-intermediate& Superficial,77746.5,58481.0,304,179
307,NILM-intermediate& Superficial,78945.0,59057.5,337,250
308,NILM-intermediate& Superficial,79059.5,60031.0,258,429
309,NILM-intermediate& Superficial,79979.5,59506.5,207,269
310,NILM-intermediate& Superficial,80908.0,57789.0,272,272
311,NILM-intermediate& Superficial,80923.0,58220.5,285,220
312,NILM-intermediate& Superficial,81410.0,57137.5,249,260
313,NILM-intermediate& Superficial,81425.0,56502.0,322,254
314,NILM-intermediate& Superficial,79713.0,57979.0,342,312
315,NILM-intermediate& Superficial,79259.5,57078.0,202,285
316,NILM-intermediate& Superficial,79388.5,58959.5,197,319
317,NILM-intermediate& Superficial,75875.0,60261.5,263,274
318,NILM-intermediate& Superficial,75543.0,61263.5,299,356
319,NILM-intermediate& Superficial,76200.5,61503.0,296,307
320,NILM-intermediate& Superficial,76401.0,62379.0,332,362
321,NILM-intermediate& Superficial,77752.0,62290.5,307,176
322,NILM-intermediate& Superficial,72726.5,63449.5,253,365
323,NILM-intermediate& Superficial,71429.0,62328.5,411,630
324,NILM-intermediate& Superficial,72966.5,65003.5,389,505
325,NILM-intermediate& Superficial,72230.5,67517.0,466,633
326,NILM-intermediate& Superficial,72790.0,67674.5,381,326
327,NILM-intermediate& Superficial,73979.5,69075.0,332,397
328,NILM-intermediate& Superficial,75055.0,68378.5,403,368
329,NILM-intermediate& Superficial,73779.5,70217.0,334,271
330,NILM-intermediate& Superficial,68693.5,71047.5,329,335
331,NILM-intermediate& Superficial,69557.0,73799.0,312,312
332,NILM-intermediate& Superficial,69006.0,73327.5,263,280
333,NILM-intermediate& Superficial,65829.0,70378.5,313,334
334,NILM-intermediate& Superficial,66211.5,70378.0,318,315
335,NILM-intermediate& Superficial,65556.5,70817.0,324,321
336,NILM-intermediate& Superficial,65445.5,72635.5,255,235
337,NILM-intermediate& Superficial,66037.5,73460.5,359,219
338,NILM-intermediate& Superficial,66527.0,74055.5,315,260
339,NILM-intermediate& Superficial,66555.5,74794.0,328,301
340,NILM-intermediate& Superficial,64257.5,74454.5,329,331
341,NILM-intermediate& Superficial,65205.5,76102.5,255,337
342,NILM-intermediate& Superficial,63433.5,75168.0,282,219
343,NILM-intermediate& Superficial,59018.5,73954.0,304,263
344,NILM-intermediate& Superficial,57491.5,73563.5,455,285
345,NILM-intermediate& Superficial,57120.0,78465.0,326,354
346,NILM-intermediate& Superficial,55238.5,78425.5,241,279
347,NILM-intermediate& Superficial,52968.0,79176.5,411,370
348,NILM-intermediate& Superficial,51368.0,79535.5,329,318
349,NILM-intermediate& Superficial,51143.5,77956.0,348,269
350,NILM-intermediate& Superficial,51316.5,77361.0,266,235
351,NILM-intermediate& Superficial,51944.0,76678.0,244,340
352,NILM-intermediate& Superficial,47188.5,79067.0,312,285
353,NILM-intermediate& Superficial,47361.5,78234.0,274,323
354,NILM-intermediate& Superficial,47640.5,78957.0,252,433
355,NILM-intermediate& Superficial,45045.5,80389.5,217,291
356,NILM-intermediate& Superficial,44997.0,82145.0,264,310
357,NILM-intermediate& Superficial,46022.5,80067.0,362,387
358,NILM-intermediate& Superficial,44443.5,76986.5,279,293
359,NILM-intermediate& Superficial,44018.5,76713.0,296,359
360,NILM-intermediate& Superficial,42371.5,77407.5,205,283
361,NILM-intermediate& Superficial,42540.0,77026.5,167,346
362,NILM-intermediate& Superficial,42581.0,79630.5,195,312
363,NILM-Parabasal,42733.0,79316.5,219,222
364,NILM-Parabasal,44362.5,80470.5,269,241
365,NILM-intermediate& Superficial,40970.5,80204.5,323,359
366,NILM-intermediate& Superficial,39810.5,80037.0,312,389
367,NILM-intermediate& Superficial,37909.5,80549.5,247,293
368,NILM-intermediate& Superficial,38445.0,80552.5,231,296
369,NILM-intermediate& Superficial,36132.0,81274.5,321,340
370,NILM-intermediate& Superficial,37337.0,81488.5,397,348
371,NILM-intermediate& Superficial,33441.5,78520.0,238,343
372,NILM-intermediate& Superficial,34075.0,75617.5,299,310
373,NILM-intermediate& Superficial,30946.0,77340.0,208,192
374,NILM-intermediate& Superficial,35418.0,79324.5,313,294
375,NILM-intermediate& Superficial,29326.5,76845.5,375,329
376,NILM-intermediate& Superficial,31453.5,74131.0,274,291
377,NILM-intermediate& Superficial,31398.5,74632.5,307,279
378,NILM-intermediate& Superficial,32212.5,73571.5,329,307
379,NILM-intermediate& Superficial,33233.5,74643.0,236,337
380,NILM-intermediate& Superficial,28468.5,73152.5,367,307
381,NILM-intermediate& Superficial,29419.5,71616.0,364,401
382,NILM-intermediate& Superficial,26573.5,75376.0,392,359
383,NILM-intermediate& Superficial,25135.5,75047.5,343,269
384,NILM-intermediate& Superficial,25126.0,76392.0,400,310
385,NILM-intermediate& Superficial,25285.0,72697.5,373,364
386,NILM-intermediate& Superficial,22795.0,72900.0,302,318
387,NILM-intermediate& Superficial,23629.5,75365.0,348,359
388,NILM-intermediate& Superficial,23339.0,75945.5,351,320
389,NILM-intermediate& Superficial,22867.5,75502.5,299,349
390,NILM-intermediate& Superficial,25312.5,75616.0,318,309
391,NILM-intermediate& Superficial,21864.5,73252.5,299,365
392,NILM-intermediate& Superficial,22281.0,73940.5,255,260
393,NILM-intermediate& Superficial,21439.5,74410.0,312,353
394,NILM-intermediate& Superficial,20947.5,73937.5,299,307
395,NILM-intermediate& Superficial,24805.5,71950.5,277,315
396,NILM-intermediate& Superficial,23189.5,73565.0,266,247
397,NILM-intermediate& Superficial,23415.5,73255.0,272,293
398,NILM-intermediate& Superficial,20393.0,71871.0,238,222
399,NILM-intermediate& Superficial,20061.0,71590.0,252,260
400,NILM-intermediate& Superficial,19781.0,73140.0,320,244
401,NILM-intermediate& Superficial,20969.5,70621.0,310,323
402,NILM-intermediate& Superficial,20139.0,70770.5,257,312
403,NILM-intermediate& Superficial,19027.0,71925.5,301,318
404,NILM-intermediate& Superficial,17648.5,73020.5,299,329
405,NILM-intermediate& Superficial,18511.5,72908.0,260,257
406,NILM-intermediate& Superficial,17175.5,72409.0,408,299
407,NILM-intermediate& Superficial,16697.5,71791.0,274,329
408,NILM-intermediate& Superficial,16246.5,72924.5,287,353
409,NILM-intermediate& Superficial,16901.5,70345.0,288,431
410,NILM-intermediate& Superficial,18054.0,70699.0,244,406
411,NILM-intermediate& Superficial,15676.5,70462.0,318,337
412,NILM-intermediate& Superficial,14629.0,68935.0,280,288
413,NILM-intermediate& Superficial,16188.5,68332.0,318,315
414,NILM-intermediate& Superficial,17062.0,68154.0,302,236
415,NILM-intermediate& Superficial,17663.5,68833.5,351,343
416,NILM-intermediate& Superficial,14271.5,68092.0,310,439
417,NILM-intermediate& Superficial,14014.0,65591.0,252,340
418,NILM-intermediate& Superficial,14669.0,65735.0,364,318
419,NILM-intermediate& Superficial,18200.5,65564.0,236,309
420,NILM-Inflammatory cells,15371.0,67157.5,375,214
421,NILM-Inflammatory cells,15819.0,67959.5,137,304
422,NILM-Inflammatory cells,16182.0,69301.0,206,230
423,NILM-intermediate& Superficial,17063.0,63479.5,315,452
424,NILM-intermediate& Superficial,15311.5,63220.0,252,337
425,NILM-intermediate& Superficial,16110.5,62680.5,291,367
426,NILM-intermediate& Superficial,15792.5,65248.5,291,241
427,NILM-intermediate& Superficial,34688.0,29656.0,334,458
428,NILM-intermediate& Superficial,35180.0,29925.5,371,328
429,NILM-intermediate& Superficial,34981.5,30447.5,323,299
430,NILM-intermediate& Superficial,32744.0,32060.5,323,326
431,NILM-intermediate& Superficial,34045.0,32208.5,283,254
432,NILM-intermediate& Superficial,29489.5,27843.5,249,411
433,NILM-intermediate& Superficial,28904.0,28958.5,387,242
434,NILM-intermediate& Superficial,27755.0,30676.5,153,164
435,NILM-intermediate& Superficial,28236.0,30349.0,184,222
436,NILM-intermediate& Superficial,29558.0,30673.5,289,310
437,NILM-intermediate& Superficial,27589.0,32668.5,285,326
438,NILM-intermediate& Superficial,28369.5,33156.5,243,203
439,NILM-intermediate& Superficial,29416.0,31184.5,215,270
440,NILM-intermediate& Superficial,26118.5,30011.0,272,251
441,NILM-intermediate& Superficial,26869.0,28443.0,222,238
442,NILM-intermediate& Superficial,26207.5,27987.0,290,303
443,NILM-intermediate& Superficial,21455.5,32152.5,319,373
444,NILM-intermediate& Superficial,20709.5,33140.0,316,287
445,NILM-intermediate& Superficial,22447.0,30027.5,261,344
446,NILM-intermediate& Superficial,23025.5,30064.0,348,485
447,NILM-intermediate& Superficial,22627.5,29600.5,305,425
448,NILM-intermediate& Superficial,26403.0,29540.5,237,284
449,NILM-intermediate& Superficial,23872.0,33125.5,345,338
450,NILM-intermediate& Superficial,25629.5,33759.5,315,341
451,NILM-intermediate& Superficial,26376.5,32824.5,305,231
452,NILM-intermediate& Superficial,19152.5,24351.0,310,297
453,NILM-intermediate& Superficial,18001.5,23924.0,306,469
454,NILM-intermediate& Superficial,19595.5,22035.0,224,253
455,NILM-intermediate& Superficial,24172.0,23475.0,298,380
456,NILM-intermediate& Superficial,16418.5,21090.0,294,323
457,NILM-intermediate& Superficial,18363.0,20776.0,278,262
458,NILM-intermediate& Superficial,20789.0,21516.5,339,364
459,NILM-intermediate& Superficial,20160.5,20870.0,310,265
460,NILM-intermediate& Superficial,20687.0,21004.5,343,330
461,NILM-intermediate& Superficial,22962.0,21671.5,289,236
462,NILM-intermediate& Superficial,21056.5,23638.5,281,269
463,NILM-intermediate& Superficial,12929.5,16521.5,257,437
464,NILM-intermediate& Superficial,11434.0,16678.5,277,196
465,NILM-intermediate& Superficial,15547.5,15299.5,351,245
