,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
78,78,NILM,67777.0,69467.0,266,240
79,79,NILM,67941.0,69166.5,225,192
80,80,NILM,68874.0,68741.0,334,298
81,81,NILM,67581.5,68506.0,284,309
82,82,NILM,69272.5,68432.0,336,349
83,83,NILM,68272.5,68679.0,294,323
84,84,Lesion,67468.5,68969.0,176,229
85,85,NILM,68030.0,67215.5,317,296
86,86,NILM,69296.0,67751.0,280,304
87,87,NILM,68650.0,67697.5,265,236
88,88,NILM,69897.5,67377.5,271,239
89,89,NILM,70421.5,67426.5,397,349
90,90,NILM,70894.5,67750.0,274,223
91,91,Lesion,69946.5,68320.5,225,255
92,92,NILM,72424.0,65291.0,350,294
93,93,NILM,74354.5,63736.0,456,467
94,94,NILM,71902.5,62932.0,292,345
95,95,NILM,69393.5,63128.0,298,289
96,96,NILM,69793.0,63174.5,311,334
97,97,NILM,69829.0,59718.5,211,226
98,98,Lesion,68274.5,56158.5,231,255
99,99,NILM,68765.5,55911.0,182,115
100,100,NILM,69607.5,56322.5,149,169
101,101,NILM,69812.5,56773.5,111,145
102,102,Lesion,69627.0,56705.5,115,126
103,103,Lesion,68175.0,55212.5,123,132
104,104,NILM,67177.5,55757.5,125,181
105,105,NILM,71502.0,50143.0,272,394
106,106,NILM,71810.0,50541.0,298,270
107,107,NILM,71095.5,50743.5,267,281
108,108,NILM,70325.5,51254.5,255,337
109,109,NILM,71520.5,49301.0,296,287
110,110,NILM,72363.0,49448.5,269,402
111,111,Lesion,61682.0,37753.5,191,214
112,112,Lesion,50320.0,33351.5,139,116
113,113,NILM,50908.5,32696.0,270,843
114,114,NILM,51116.5,33393.5,177,123
115,115,NILM,50676.0,33706.0,130,146
116,116,Lesion,47936.0,35635.0,368,218
117,117,Lesion,32884.5,26586.5,257,223
118,118,Lesion,33112.5,26940.5,119,71
119,119,Lesion,31736.5,27377.0,104,99
120,120,Lesion,23952.0,22135.0,264,152
121,121,Lesion,22841.0,22446.5,331,214
122,122,Lesion,22661.5,23408.5,115,155
123,123,NILM,22504.0,24130.0,212,200
124,124,Lesion,22859.5,25330.5,171,115
125,125,NILM,23133.0,39730.5,139,116
126,126,NILM,23315.5,40086.5,543,531
127,127,Lesion,28276.5,45841.5,365,247
128,128,NILM,28077.0,46237.0,74,204
129,129,Lesion,29809.0,47944.0,196,286
130,130,Lesion,29581.5,50936.5,275,245
131,131,Lesion,35880.0,64144.5,323,422
132,132,NILM,37317.5,64799.5,223,161
133,133,Lesion,43749.5,78030.0,234,419
134,134,Lesion,41894.0,79487.5,131,150
135,135,Lesion,40554.5,79505.0,160,201
136,136,Lesion,39640.5,80092.5,167,145
137,137,NILM,52965.5,77382.0,158,235
138,138,NILM,52347.0,76619.5,163,128
139,139,NILM,59784.5,71534.5,233,175
140,140,NILM,49259.0,62026.5,223,222
141,141,NILM,49163.0,55780.0,140,172
142,142,Lesion,46926.0,56100.0,134,148
143,143,NILM,47119.5,56523.0,182,281
144,144,NILM,45474.0,55835.0,292,168
145,145,NILM,41684.5,58581.0,224,159
146,146,NILM,40016.0,59742.0,350,330
