,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
297,297,NILM,59981.0,29772.0,134,130
298,298,NILM,61187.0,29251.5,131,148
299,299,NILM,59343.0,28150.5,191,176
300,300,NILM,61244.0,28057.5,99,158
301,301,NILM,60734.0,27722.5,113,78
302,302,NILM,59978.5,27018.0,104,79
303,303,NILM,57873.5,27008.0,132,117
304,304,NILM,58266.5,26624.0,136,157
305,305,NILM,57669.5,26350.5,173,107
306,306,NILM,57990.5,27506.0,104,169
307,307,NILM,60516.0,26715.0,156,150
308,308,NILM,58947.5,28055.5,97,109
309,309,NILM,58459.5,25056.0,132,151
310,310,NILM,58926.5,24802.5,77,71
311,311,NILM,56457.0,23770.0,146,124
312,312,NILM,52425.0,23243.0,84,160
313,313,NILM,52891.5,23519.5,177,235
314,314,NILM,51795.0,24235.0,146,272
315,315,NILM,51320.5,21769.0,228,217
316,316,NILM,50737.0,17766.5,495,236
317,317,NILM,52464.5,15983.5,77,77
318,318,NILM,43148.0,12991.5,125,100
319,319,NILM,43448.0,13031.5,173,130
320,320,NILM,43991.5,12918.0,116,97
321,321,NILM,42764.5,11993.5,91,119
322,322,NILM,43718.0,11516.0,218,232
323,323,NILM,42055.5,12867.5,343,289
324,324,NILM,43166.5,7554.5,623,595
325,325,NILM,43469.5,7117.5,83,89
326,326,NILM,43242.0,8519.0,96,122
327,327,NILM,44468.5,8292.5,135,111
328,328,NILM,42668.0,8738.0,334,206
329,329,NILM,42467.5,8622.5,123,131
