,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
102,102,NILM,61398.0,77510.5,95,122
103,103,NILM,62295.0,77250.0,124,88
104,104,NILM,61863.5,76534.0,330,263
105,105,NILM,61370.0,76828.0,300,296
106,106,NILM,62504.5,76801.0,282,199
107,107,NILM,63131.5,76680.5,325,225
108,108,NILM,62471.5,77101.5,225,145
109,109,NILM,60273.0,76616.5,251,184
110,110,NILM,60590.0,76628.0,228,284
111,111,NILM,59719.5,77117.5,205,223
112,112,NILM,59411.5,76931.0,298,255
113,113,NILM,59522.5,76578.5,169,161
114,114,NILM,60339.0,76056.5,233,246
115,115,NILM,60716.0,75495.0,300,246
116,116,NILM,61267.5,76078.0,226,127
117,117,NILM,61867.5,75861.5,225,213
118,118,NILM,59450.5,74982.5,285,213
119,119,NILM,59073.0,75168.5,211,158
120,120,NILM,59277.0,75896.5,339,228
121,121,NILM,61426.0,74913.5,299,296
122,122,NILM,63493.5,74093.0,234,297
123,123,NILM,63212.5,73489.5,157,249
124,124,NILM,63549.0,73741.0,230,248
125,125,NILM,62680.0,74172.0,270,334
126,126,NILM,61106.5,73399.0,184,319
127,127,NILM,61472.5,73133.5,279,247
128,128,NILM,61511.5,73453.0,268,275
129,129,NILM,61988.5,73558.5,215,269
130,130,NILM,62325.5,72798.0,148,147
131,131,NILM,64032.5,73053.0,278,317
132,132,NILM,64429.5,73418.0,244,269
133,133,NILM,65021.5,73101.0,274,285
134,134,NILM,65363.0,73120.0,330,226
135,135,NILM,64630.0,73142.5,131,90
136,136,NILM,64960.5,73401.0,190,153
137,137,NILM,64651.0,73771.0,250,102
138,138,NILM,65689.0,74260.5,173,162
139,139,NILM,65988.5,74782.5,147,139
140,140,NILM,66355.0,75021.5,97,84
141,141,NILM,67407.5,73590.0,416,351
142,142,NILM,66848.0,73260.0,178,186
143,143,NILM,68641.5,72098.0,290,209
144,144,NILM,67774.5,71725.0,554,323
145,145,NILM,70770.5,71635.5,161,207
146,146,NILM,69991.0,70977.5,299,268
147,147,NILM,70273.5,70386.0,274,297
148,148,NILM,69781.0,70061.0,412,284
149,149,NILM,70680.0,70231.0,306,314
150,150,NILM,71132.5,70480.0,210,333
151,151,NILM,71524.0,69837.5,201,220
152,152,NILM,72063.0,69928.5,283,346
153,153,NILM,71127.0,69436.5,309,222
154,154,NILM,71596.0,69505.5,355,294
155,155,NILM,70458.5,69142.5,237,197
156,156,NILM,71950.0,69637.0,200,284
157,157,NILM,70774.5,69848.0,300,229
158,158,NILM,69975.0,67629.5,329,292
159,159,NILM,71448.0,67764.5,291,270
160,160,NILM,72073.0,70901.5,243,270
161,161,NILM,71722.0,69064.0,256,312
162,162,NILM,63839.0,68016.5,239,234
163,163,NILM,63651.0,68161.5,223,190
164,164,NILM,63552.5,67429.0,240,285
165,165,NILM,64720.0,64344.0,194,264
166,166,NILM,65111.5,64466.5,167,285
167,167,NILM,64840.0,61309.5,283,322
168,168,NILM,66403.5,60495.0,244,293
169,169,NILM,66899.0,60568.5,313,312
170,170,NILM,66660.0,60860.5,249,288
171,171,NILM,67208.0,59989.0,166,240
172,172,NILM,67630.5,58832.0,292,377
173,173,NILM,68981.5,59084.5,285,285
174,174,NILM,69122.0,59731.5,335,270
175,175,NILM,69370.5,59055.5,209,155
176,176,NILM,71253.5,60141.5,203,279
177,177,NILM,71670.5,60051.5,265,281
178,178,NILM,68439.0,60370.5,319,242
179,179,NILM,68615.5,57904.0,180,285
180,180,NILM,69095.0,57682.0,238,310
181,181,NILM,71088.5,58069.0,254,307
182,182,NILM,72390.0,59303.5,413,454
183,183,NILM,71977.0,56904.5,431,278
184,184,NILM,69949.5,57091.0,176,353
185,185,NILM,70667.5,55322.5,335,279
186,186,NILM,73473.0,55772.5,243,310
187,187,NILM,72089.5,53000.5,337,355
188,188,NILM,70858.0,50928.5,205,404
189,189,NILM,71847.5,50481.5,317,321
190,190,NILM,70700.0,49682.5,319,308
191,191,NILM,70809.0,48673.5,227,314
192,192,NILM,67447.5,47252.5,265,335
193,193,NILM,69164.5,48293.5,281,319
194,194,NILM,70829.0,46839.5,229,324
195,195,NILM,71653.5,46567.5,251,265
196,196,NILM,72460.0,46772.5,281,292
197,197,NILM,74167.0,46944.5,323,288
198,198,NILM,74451.0,47605.0,360,384
199,199,NILM,72485.0,44443.0,334,362
200,200,NILM,72855.5,44549.0,218,213
201,201,NILM,72545.5,45169.5,283,295
202,202,NILM,71341.5,41405.0,390,357
203,203,NILM,70954.0,39609.0,286,278
204,204,NILM,71962.5,40386.5,299,269
205,205,NILM,71942.5,40727.0,310,319
206,206,NILM,72132.5,38299.5,343,245
207,207,NILM,73737.0,38141.0,278,310
208,208,NILM,72564.5,37849.5,301,207
209,209,NILM,69939.0,37848.0,322,368
210,210,NILM,71997.5,36993.5,305,321
211,211,NILM,69157.0,35500.0,292,248
212,212,NILM,70248.5,34978.5,265,265
213,213,NILM,67345.5,33419.5,297,331
214,214,NILM,68224.5,33200.5,357,467
215,215,NILM,68715.5,33181.5,323,267
216,216,NILM,68008.0,31670.5,261,272
217,217,NILM,67456.5,32155.0,240,265
218,218,NILM,67199.5,32361.0,254,245
219,219,NILM,69144.5,32529.0,364,223
220,220,NILM,67470.0,30529.5,399,378
221,221,NILM,66149.0,30697.0,286,386
222,222,NILM,66828.5,29962.5,259,285
223,223,NILM,66356.0,31117.0,358,332
224,224,NILM,71729.0,30629.0,324,370
225,225,NILM,71769.5,31023.5,321,299
226,226,NILM,73275.5,31125.5,301,301
227,227,NILM,73069.0,31852.0,254,292
228,228,NILM,73663.0,31535.5,285,272
229,229,NILM,71487.5,32388.0,314,233
230,230,NILM,75561.5,28728.5,243,189
231,231,NILM,76092.5,29032.5,305,251
232,232,NILM,77140.5,29042.5,293,311
233,233,NILM,75885.5,30211.0,394,307
234,234,NILM,76319.0,30821.0,238,306
235,235,NILM,78273.5,30432.0,254,303
236,236,NILM,80171.0,30061.0,300,276
237,237,NILM,79921.5,30330.5,243,293
238,238,NILM,80796.5,29985.5,289,257
239,239,NILM,80651.5,30279.0,276,265
240,240,NILM,80133.0,30654.5,313,248
241,241,NILM,78090.5,32170.5,211,169
242,242,NILM,78460.5,31919.0,254,317
243,243,NILM,78148.5,31566.5,403,311
244,244,NILM,81373.5,30647.0,368,259
245,245,NILM,79894.5,31707.0,276,239
246,246,NILM,81884.0,31863.0,256,262
247,247,NILM,81633.5,31485.5,283,301
248,248,NILM,82715.0,30969.5,263,312
249,249,NILM,81743.5,33043.0,204,247
250,250,NILM,81212.5,32462.5,373,285
251,251,NILM,80215.0,34003.5,297,268
252,252,NILM,78533.5,35831.0,402,317
253,253,NILM,79142.0,35841.5,279,352
254,254,NILM,78130.0,37071.5,299,180
255,255,NILM,78196.5,37944.0,216,303
256,256,NILM,78129.0,39286.0,272,294
257,257,NILM,79626.0,39436.5,285,382
258,258,NILM,80008.0,40051.0,270,324
259,259,NILM,80583.0,40118.0,310,390
260,260,NILM,80139.5,39367.0,222,227
261,261,NILM,77820.5,42723.5,225,247
262,262,NILM,78100.5,44016.5,267,319
263,263,NILM,78775.0,43966.0,270,234
264,264,NILM,78808.5,44647.5,379,333
265,265,NILM,79796.0,44848.5,359,384
266,266,NILM,80289.0,45297.0,326,400
267,267,NILM,81613.0,45478.5,295,358
268,268,NILM,81443.5,45893.0,260,261
269,269,NILM,79744.0,44009.5,195,262
270,270,NILM,81575.0,44638.5,303,200
271,271,NILM,79967.5,46743.0,168,207
272,272,NILM,79063.5,45149.5,203,187
273,273,NILM,81642.5,46836.5,351,321
274,274,NILM,82544.0,46063.5,283,206
275,275,NILM,81951.0,46006.5,295,390
276,276,NILM,82876.5,46366.0,304,373
277,277,NILM,83570.5,46005.5,315,265
278,278,NILM,80617.0,48061.0,144,238
279,279,NILM,78841.0,49296.0,108,160
280,280,NILM,78854.5,48745.5,265,325
281,281,NILM,79706.0,49026.5,225,276
282,282,NILM,80729.0,48866.0,286,310
283,283,NILM,80324.5,47448.5,313,395
284,284,NILM,77857.0,46950.0,232,344
285,285,NILM,81269.0,47945.0,308,510
286,286,NILM,82292.5,49319.5,317,233
287,287,NILM,81973.5,50218.5,281,257
288,288,NILM,82391.5,50689.0,292,265
289,289,NILM,83506.5,51321.0,236,259
290,290,NILM,83313.5,49911.5,373,313
291,291,NILM,83697.5,49899.5,371,277
292,292,NILM,81187.0,51125.0,274,256
293,293,NILM,82335.0,52270.5,319,314
294,294,NILM,81626.5,52651.0,258,339
295,295,NILM,82219.5,53672.0,346,209
296,296,NILM,82192.5,51203.5,265,263
297,297,NILM,81855.5,54972.0,238,335
298,298,NILM,81895.0,55906.0,326,314
299,299,NILM,81220.0,55767.5,229,240
300,300,NILM,79652.0,55287.0,252,214
301,301,NILM,80436.0,54983.5,279,232
302,302,NILM,80750.5,55363.0,292,313
303,303,NILM,79331.0,58079.0,438,236
304,304,NILM,78208.5,58349.5,265,245
305,305,NILM,78174.5,58854.0,316,303
306,306,NILM,77746.5,58481.0,304,179
307,307,NILM,78945.0,59057.5,337,250
308,308,NILM,79059.5,60031.0,258,429
309,309,NILM,79979.5,59506.5,207,269
310,310,NILM,80908.0,57789.0,272,272
311,311,NILM,80923.0,58220.5,285,220
312,312,NILM,81410.0,57137.5,249,260
313,313,NILM,81425.0,56502.0,322,254
314,314,NILM,79713.0,57979.0,342,312
315,315,NILM,79259.5,57078.0,202,285
316,316,NILM,79388.5,58959.5,197,319
317,317,NILM,75875.0,60261.5,263,274
318,318,NILM,75543.0,61263.5,299,356
319,319,NILM,76200.5,61503.0,296,307
320,320,NILM,76401.0,62379.0,332,362
321,321,NILM,77752.0,62290.5,307,176
322,322,NILM,72726.5,63449.5,253,365
323,323,NILM,71429.0,62328.5,411,630
324,324,NILM,72966.5,65003.5,389,505
325,325,NILM,72230.5,67517.0,466,633
326,326,NILM,72790.0,67674.5,381,326
327,327,NILM,73979.5,69075.0,332,397
328,328,NILM,75055.0,68378.5,403,368
329,329,NILM,73779.5,70217.0,334,271
330,330,NILM,68693.5,71047.5,329,335
331,331,NILM,69557.0,73799.0,312,312
332,332,NILM,69006.0,73327.5,263,280
333,333,NILM,65829.0,70378.5,313,334
334,334,NILM,66211.5,70378.0,318,315
335,335,NILM,65556.5,70817.0,324,321
336,336,NILM,65445.5,72635.5,255,235
337,337,NILM,66037.5,73460.5,359,219
338,338,NILM,66527.0,74055.5,315,260
339,339,NILM,66555.5,74794.0,328,301
340,340,NILM,64257.5,74454.5,329,331
341,341,NILM,65205.5,76102.5,255,337
342,342,NILM,63433.5,75168.0,282,219
343,343,NILM,59018.5,73954.0,304,263
344,344,NILM,57491.5,73563.5,455,285
345,345,NILM,57120.0,78465.0,326,354
346,346,NILM,55238.5,78425.5,241,279
347,347,NILM,52968.0,79176.5,411,370
348,348,NILM,51368.0,79535.5,329,318
349,349,NILM,51143.5,77956.0,348,269
350,350,NILM,51316.5,77361.0,266,235
351,351,NILM,51944.0,76678.0,244,340
352,352,NILM,47188.5,79067.0,312,285
353,353,NILM,47361.5,78234.0,274,323
354,354,NILM,47640.5,78957.0,252,433
355,355,NILM,45045.5,80389.5,217,291
356,356,NILM,44997.0,82145.0,264,310
357,357,NILM,46022.5,80067.0,362,387
358,358,NILM,44443.5,76986.5,279,293
359,359,NILM,44018.5,76713.0,296,359
360,360,NILM,42371.5,77407.5,205,283
361,361,NILM,42540.0,77026.5,167,346
362,362,NILM,42581.0,79630.5,195,312
363,363,NILM,42733.0,79316.5,219,222
364,364,NILM,44362.5,80470.5,269,241
365,365,NILM,40970.5,80204.5,323,359
366,366,NILM,39810.5,80037.0,312,389
367,367,NILM,37909.5,80549.5,247,293
368,368,NILM,38445.0,80552.5,231,296
369,369,NILM,36132.0,81274.5,321,340
370,370,NILM,37337.0,81488.5,397,348
371,371,NILM,33441.5,78520.0,238,343
372,372,NILM,34075.0,75617.5,299,310
373,373,NILM,30946.0,77340.0,208,192
374,374,NILM,35418.0,79324.5,313,294
375,375,NILM,29326.5,76845.5,375,329
376,376,NILM,31453.5,74131.0,274,291
377,377,NILM,31398.5,74632.5,307,279
378,378,NILM,32212.5,73571.5,329,307
379,379,NILM,33233.5,74643.0,236,337
380,380,NILM,28468.5,73152.5,367,307
381,381,NILM,29419.5,71616.0,364,401
382,382,NILM,26573.5,75376.0,392,359
383,383,NILM,25135.5,75047.5,343,269
384,384,NILM,25126.0,76392.0,400,310
385,385,NILM,25285.0,72697.5,373,364
386,386,NILM,22795.0,72900.0,302,318
387,387,NILM,23629.5,75365.0,348,359
388,388,NILM,23339.0,75945.5,351,320
389,389,NILM,22867.5,75502.5,299,349
390,390,NILM,25312.5,75616.0,318,309
391,391,NILM,21864.5,73252.5,299,365
392,392,NILM,22281.0,73940.5,255,260
393,393,NILM,21439.5,74410.0,312,353
394,394,NILM,20947.5,73937.5,299,307
395,395,NILM,24805.5,71950.5,277,315
396,396,NILM,23189.5,73565.0,266,247
397,397,NILM,23415.5,73255.0,272,293
398,398,NILM,20393.0,71871.0,238,222
399,399,NILM,20061.0,71590.0,252,260
400,400,NILM,19781.0,73140.0,320,244
401,401,NILM,20969.5,70621.0,310,323
402,402,NILM,20139.0,70770.5,257,312
403,403,NILM,19027.0,71925.5,301,318
404,404,NILM,17648.5,73020.5,299,329
405,405,NILM,18511.5,72908.0,260,257
406,406,NILM,17175.5,72409.0,408,299
407,407,NILM,16697.5,71791.0,274,329
408,408,NILM,16246.5,72924.5,287,353
409,409,NILM,16901.5,70345.0,288,431
410,410,NILM,18054.0,70699.0,244,406
411,411,NILM,15676.5,70462.0,318,337
412,412,NILM,14629.0,68935.0,280,288
413,413,NILM,16188.5,68332.0,318,315
414,414,NILM,17062.0,68154.0,302,236
415,415,NILM,17663.5,68833.5,351,343
416,416,NILM,14271.5,68092.0,310,439
417,417,NILM,14014.0,65591.0,252,340
418,418,NILM,14669.0,65735.0,364,318
419,419,NILM,18200.5,65564.0,236,309
420,420,NILM,15371.0,67157.5,375,214
421,421,NILM,15819.0,67959.5,137,304
422,422,NILM,16182.0,69301.0,206,230
423,423,NILM,17063.0,63479.5,315,452
424,424,NILM,15311.5,63220.0,252,337
425,425,NILM,16110.5,62680.5,291,367
426,426,NILM,15792.5,65248.5,291,241
427,427,NILM,34688.0,29656.0,334,458
428,428,NILM,35180.0,29925.5,371,328
429,429,NILM,34981.5,30447.5,323,299
430,430,NILM,32744.0,32060.5,323,326
431,431,NILM,34045.0,32208.5,283,254
432,432,NILM,29489.5,27843.5,249,411
433,433,NILM,28904.0,28958.5,387,242
434,434,NILM,27755.0,30676.5,153,164
435,435,NILM,28236.0,30349.0,184,222
436,436,NILM,29558.0,30673.5,289,310
437,437,NILM,27589.0,32668.5,285,326
438,438,NILM,28369.5,33156.5,243,203
439,439,NILM,29416.0,31184.5,215,270
440,440,NILM,26118.5,30011.0,272,251
441,441,NILM,26869.0,28443.0,222,238
442,442,NILM,26207.5,27987.0,290,303
443,443,NILM,21455.5,32152.5,319,373
444,444,NILM,20709.5,33140.0,316,287
445,445,NILM,22447.0,30027.5,261,344
446,446,NILM,23025.5,30064.0,348,485
447,447,NILM,22627.5,29600.5,305,425
448,448,NILM,26403.0,29540.5,237,284
449,449,NILM,23872.0,33125.5,345,338
450,450,NILM,25629.5,33759.5,315,341
451,451,NILM,26376.5,32824.5,305,231
452,452,NILM,19152.5,24351.0,310,297
453,453,NILM,18001.5,23924.0,306,469
454,454,NILM,19595.5,22035.0,224,253
455,455,NILM,24172.0,23475.0,298,380
456,456,NILM,16418.5,21090.0,294,323
457,457,NILM,18363.0,20776.0,278,262
458,458,NILM,20789.0,21516.5,339,364
459,459,NILM,20160.5,20870.0,310,265
460,460,NILM,20687.0,21004.5,343,330
461,461,NILM,22962.0,21671.5,289,236
462,462,NILM,21056.5,23638.5,281,269
463,463,NILM,12929.5,16521.5,257,437
464,464,NILM,11434.0,16678.5,277,196
465,465,NILM,15547.5,15299.5,351,245
466,466,NILM,16567.5,15836.0,240,269
467,467,NILM,18079.5,15585.5,261,273
468,468,NILM,12870.0,14846.5,245,384
469,469,NILM,21711.0,17221.5,359,420
470,470,NILM,18093.5,18896.5,257,319
471,471,NILM,16563.0,17403.0,224,212
472,472,NILM,15810.0,16546.5,257,208
473,473,NILM,14696.5,15662.5,245,265
474,474,NILM,16457.0,12492.0,228,220
475,475,NILM,16580.0,12904.0,294,294
476,476,NILM,16155.0,12867.5,261,228
477,477,NILM,19271.0,12710.0,314,322
478,478,NILM,19703.5,13214.5,351,339
479,479,NILM,19362.5,13338.5,339,253
480,480,NILM,16938.5,14834.0,196,237
481,481,NILM,22927.5,14842.0,310,265
482,482,NILM,20473.0,11627.0,326,286
483,483,NILM,20731.5,11108.5,335,355
484,484,NILM,25673.5,12918.0,216,249
485,485,NILM,26110.5,13430.5,293,331
486,486,NILM,27773.0,16217.5,367,326
487,487,NILM,26573.0,16405.5,261,204
488,488,NILM,33466.0,11298.0,322,302
489,489,NILM,33000.5,13336.5,335,327
490,490,NILM,32535.5,10598.0,302,319
491,491,NILM,32125.5,10149.5,237,421
492,492,NILM,38710.5,7764.5,425,273
493,493,NILM,38221.0,8644.0,322,404
494,494,NILM,38214.5,9227.0,298,277
495,495,NILM,42391.0,6866.5,343,306
496,496,NILM,45207.0,6136.5,237,282
497,497,NILM,38151.5,6197.5,245,347
498,498,NILM,41138.5,10503.0,400,265
499,499,NILM,40989.5,8507.0,270,277
500,500,NILM,40147.0,8095.0,334,290
501,501,NILM,45906.5,10172.0,334,367
502,502,NILM,45650.0,8992.5,343,400
503,503,NILM,39500.5,3100.0,514,367
504,504,NILM,38776.5,3545.0,204,315
505,505,NILM,36005.5,2469.5,273,233
506,506,NILM,35460.5,1259.0,302,351
507,507,NILM,38081.0,914.5,209,294
508,508,NILM,39733.5,606.0,302,253
509,509,NILM,36958.5,2549.0,302,311
510,510,NILM,37727.5,2147.0,298,265
511,511,NILM,31727.0,4062.5,269,342
512,512,NILM,32143.0,4879.0,270,302
513,513,NILM,28987.0,6405.0,294,208
514,514,NILM,27132.0,6746.0,282,334
515,515,NILM,26544.5,6997.0,286,433
516,516,NILM,25050.5,6025.5,277,269
517,517,NILM,25918.0,3936.5,285,314
518,518,NILM,24573.0,7307.0,368,392
519,519,NILM,23267.5,6119.5,277,261
520,520,NILM,22992.0,9309.0,388,412
521,521,NILM,23312.0,11716.0,306,212
522,522,NILM,25155.0,14717.5,229,314
523,523,NILM,24610.0,12512.0,208,318
524,524,NILM,25312.0,10141.5,257,326
