,index,type,boundary_center_x,boundary_center_y,height,width
142,142,ASC-H,57370.0,36634.5,139,154
143,143,ASC-H,74012.0,40203.5,335,210
144,144,ASC-H,76921.5,41361.5,105,125
145,145,ASC-H,77544.5,41414.5,421,471
146,146,ASC-H,78919.0,41847.5,95,164
147,147,ASC-H,80633.0,43510.0,254,292
148,148,ASC-H,81300.5,44024.0,194,153
149,149,ASC-H,82855.5,44307.5,233,195
150,150,ASC-H,81795.5,44802.0,172,97
151,151,HSIL,82301.0,42250.5,235,264
152,152,HSIL,81298.0,42262.0,142,118
153,153,HSIL,81290.0,45360.0,152,244
154,154,HSIL,80965.0,46784.5,281,204
155,155,HSIL,77211.0,46293.5,199,194
156,156,HSIL,72697.5,48382.5,305,245
157,157,HSIL,72226.5,49427.5,125,239
158,158,HSIL,70094.0,44524.5,609,696
159,159,HSIL,70950.5,43752.0,334,261
160,160,ASC-H,67764.5,42285.0,416,311
161,161,ASC-H,55452.0,41118.5,523,354
162,162,ASC-H,40971.5,35653.5,155,199
163,163,ASC-H,35501.5,32265.0,218,297
164,164,ASC-H,34913.5,32073.0,582,261
165,165,ASC-H,35277.0,31480.5,399,306
166,166,ASC-H,35410.0,31922.0,406,324
167,167,HSIL,36167.5,32380.0,350,253
168,168,ASC-H,32698.0,30768.0,252,238
169,169,ASC-H,29584.0,35920.0,324,266
170,170,ASC-H,24412.5,33802.5,243,311
171,171,HSIL,17347.5,29802.0,268,235
172,172,HSIL,7345.0,29202.5,215,166
173,173,HSIL,7693.0,29826.0,110,232
174,174,HSIL,7578.5,30663.5,167,319
175,175,HSIL,5910.5,33924.0,200,239
176,176,ASC-H,10425.0,40503.5,343,190
177,177,ASC-H,29039.5,43136.5,177,259
178,178,ASC-H,28751.5,43447.5,241,341
179,179,ASC-H,42755.5,42864.5,307,217
180,180,ASC-H,69519.5,47263.5,513,497
181,181,ASC-H,79913.5,49881.5,333,289
182,182,HSIL,78627.0,54476.0,286,144
183,183,ASC-H,71646.5,55780.0,326,673
184,184,HSIL,64715.5,52048.5,279,379
185,185,HSIL,44587.0,50273.0,272,186
186,186,HSIL,44276.5,51011.5,139,197
187,187,ASC-H,6248.0,49937.5,237,240
188,188,ASC-H,5621.5,53869.0,172,275
189,189,ASC-H,5444.0,54083.5,199,204
190,190,ASC-H,6710.0,54857.5,147,136
191,191,ASC-H,10481.0,56446.5,245,240
192,192,ASC-H,12567.0,56065.5,177,160
193,193,ASC-H,14317.0,56999.5,495,242
194,194,ASC-H,15380.5,56693.5,177,95
195,195,ASC-H,17488.0,56699.0,280,234
196,196,HSIL,28584.0,56949.0,284,258
197,197,ASC-H,32135.0,56753.5,217,234
198,198,ASC-H,33759.5,56837.0,128,281
199,199,ASC-H,35958.0,57658.0,348,268
200,200,HSIL,44828.0,56648.5,335,456
201,201,HSIL,69511.0,60243.0,234,184
202,202,HSIL,69658.5,60668.0,188,151
203,203,HSIL,71192.5,60796.0,160,265
204,204,ASC-H,76689.0,61154.0,84,78
205,205,ASC-H,76972.5,61502.0,104,111
206,206,ASC-H,62533.0,61922.0,272,446
207,207,ASC-H,46396.5,58683.5,239,283
208,208,ASC-H,41556.5,61345.5,191,135
209,209,ASC-H,39062.5,63937.5,437,483
210,210,ASC-H,38973.5,65150.0,116,87
211,211,ASC-H,34418.5,74914.0,196,177
212,212,ASC-H,34440.0,74736.0,138,210
213,213,ASC-H,34908.5,74691.5,117,67
214,214,ASC-H,34900.0,74563.5,107,86
215,215,ASC-H,38752.5,74296.0,302,277
216,216,ASC-H,39041.5,75214.5,105,87
217,217,ASC-H,39145.0,75802.0,162,202
218,218,ASC-H,44401.5,74818.0,308,197
219,219,ASC-H,50945.0,72912.5,355,318
220,220,HSIL,50470.0,72879.5,477,302
221,221,HSIL,52933.5,72386.5,461,335
222,222,HSIL,56847.5,76632.0,248,299
223,223,ASC-H,43894.0,79935.5,247,182
224,224,ASC-H,41942.5,79525.5,225,159
225,225,ASC-H,42042.0,80299.0,166,132
226,226,HSIL,39512.0,43016.5,297,236
227,227,HSIL,40332.5,43589.5,297,105
228,228,ASC-H,40807.0,41646.0,96,114
229,229,ASC-H,35960.5,38138.0,154,121
230,230,LSIL,34759.5,37187.0,250,207
231,231,ASC-H,29794.5,39067.0,178,163
232,232,LSIL,30244.0,39032.0,194,278
